label	cn	tgn_depth	state	display_label	tier	country	region_auto	region_curator_fix	override_label	confidence	objects
Vermont	AUZ.AAAAB.AAABZ.AAAKC.AAGRP	4	Vermont	Vermont	state	United States	North America			auto	9
Siena	AUZ.AAAAB.AAABH.AAAVP.AAAGE.AAAAT.AAABN	6		Siena	below-threshold	Italy	Europe			auto	9
Yukon River	AUZ.AAAAB.AAABZ.AAAKU	3		Yukon River	country	Yukon River	North America			auto	9
Xiangkhouang	AUZ.AAAAB.AAAAJ.AAAQB.AAAAA.AAAAY	5		Xiangkhouang	below-threshold		East Asia			auto	8
Bhutan	AUZ.AAAAB.AAAAJ.AAANN	3		Bhutan	country	Bhutan	South Asia			auto	8
Central Java	AUZ.AAAAB.AAAAJ.AAAGH.AAAAJ.AAABA	5		Central Java	below-threshold	Southeast Asia	Southeast Asia			auto	8
Nomoi Islands	AUZ.AAAAB.AAACB.AAABB.AAAAA.AAAAB.AAAAA.AAAAN	7		Nomoi Islands	below-threshold	Micronesia	Oceania			auto	8
Northern Italy	AUZ.AAAAB.AAABH.AAAVP.AAAEJ	4		Northern Italy	country	Italy	Europe			auto	8
Palembang	AUZ.AAAAB.AAAAJ.AAAGH.AAAAJ.AAADN.AAAAQ.AAABG	7		Palembang	below-threshold	Southeast Asia	Southeast Asia			auto	8
Colorado	AUZ.AAAAB.AAABZ.AAAKC.AABBS	4	Colorado	Colorado	state	United States	North America			auto	8
Tikal	AUZ.AAAAB.AAABZ.AAAFF.AAAAF.AAAAU.AAADK	6		Tikal	below-threshold		North America	North America;Central America		auto	8
Lisbon	AUZ.AAAAB.AAABH.AAAFG.AAAEZ.AAARJ	5		Lisbon	below-threshold	Portugal	Europe			auto	8
Thuringia	AUZ.AAAAB.AAABH.AAAJM	3		Thuringia	country	Thuringia	Europe			auto	8
Murchison River	AUZ.AAAAB.AAACB.AAAAC.AAADG.AATKX	5		Murchison River	below-threshold	Australia	Oceania			auto	8
Kermān	AUZ.AAAAB.AAAAJ.AAAGG.AAAAN.AAABG	5		Kermān	below-threshold		East Asia			auto	8
Virginia	AUZ.AAAAB.AAABZ.AAAKC.AAGRX	4	Virginia	Virginia	state	United States	North America			auto	8
Sitka	AUZ.AAAAB.AAABZ.AAAKC.AAHGI.AAADN	5	Alaska	Sitka	below-threshold	United States	North America			auto	8
Arica	AUZ.AAAAB.AAACT.AAABI.AAAAD.AAAAA	5		Arica	below-threshold	Chile	South America			auto	8
Middle East	AUZ.AAAAB.AAABY	2		Middle East	region(tgn)	Middle East	Middle East			auto	8
Brunswick-Lüneburg	AUZ.AAAAB.AAABH.AAAQL.AAABV	4		Brunswick-Lüneburg	country	Germany	Europe			auto	8
Inca Empire	AUZ.AAAAB.AAACT.AAACT	3		Inca Empire	country	Inca Empire	South America			auto	8
North Sumatra	AUZ.AAAAB.AAAAJ.AAAGH.AAAAJ.AAADQ	5		North Sumatra	below-threshold	Southeast Asia	Southeast Asia			auto	8
Tami Islands	AUZ.AAAAB.AAABU.AAAAB.AAAAB.AAAAV.AAABD	6		Tami Islands	below-threshold					review: no region rule	8
Maine	AUZ.AAAAB.AAABZ.AAAKC.AADPX.AAAAJ.AAAST	6	Maine	Maine	below-threshold	United States	North America			auto	8
Juli	AUZ.AAAAB.AAACT.AAAEL.AAABY.AAAAM	5		Juli	below-threshold	Peru	South America			auto	8
Dallas	AUZ.AAAAB.AAABZ.AAAKC.AAGIP.AAALD	5	Texas	Dallas	below-threshold	United States	North America			auto	8
Sulawesi	AUZ.AAAAB.AAAAJ.AAAGH.AAAAJ.AAADG	5		Sulawesi	below-threshold	Southeast Asia	Southeast Asia			auto	8
Cuba	AUZ.AAAAB.AAABZ.AAACF	3		Cuba	country	Cuba	West Indies			auto	8
Santa Cruz Island	AUZ.AAAAB.AAACB.AAABT.AAAAD.AAAAO.AAAAA	6		Santa Cruz Island	below-threshold	Oceania	Oceania			auto	8
Northern Territory	AUZ.AAAAB.AAACB.AAAAC.AAACA	4		Northern Territory	country	Australia	Oceania			auto	8
Rajasthan	AUZ.AAAAB.AAAAJ.AAAGG.AAAAK.AAAIG	5		Rajasthan	below-threshold		East Asia			auto	8
Fly River Delta	AUZ.AAAAB.AAACB.AAAAK	3		Fly River Delta	country	Fly River Delta	Oceania			auto	8
Hano	AUZ.AAAAB.AAABZ.AAAKC.AAHJO.AAADB.AAAMW	6	Arizona	Hano	below-threshold	United States	North America			auto	8
Hanover	AUZ.AAAAB.AAABH.AAAQL.AAACU	4		Hanover	country	Germany	Europe			auto	8
Kukulik	AUZ.AAAAB.AAABZ.AAAKC.AAHGI.AAAAV.AABBI.AAAAC	7	Alaska	Kukulik	below-threshold	United States	North America			auto	8
Bundi	AUZ.AAAAB.AAAAJ.AAAGG.AAAAK.AAAIG.AAAYO	6		Bundi	below-threshold		East Asia			auto	8
Marshall Islands	AUZ.AAAAB.AAACB.AAAAZ	3		Marshall Islands	country	Marshall Islands	Oceania			auto	8
Paucartambo	AUZ.AAAAB.AAACT.AAAEL.AAAAW.AAABQ	5		Paucartambo	below-threshold	Peru	South America			auto	8
Deruta	AUZ.AAAAB.AAABH.AAAVP.AAAGL.AAAAB.AABFN	6		Deruta	below-threshold	Italy	Europe			auto	8
Casas Grandes	AUZ.AAAAB.AAABZ.AAAFF.AAAAH.AAAAV.AABGQ	6		Casas Grandes	below-threshold		North America	North America;Central America		auto	8
Corning	AUZ.AAAAB.AAABZ.AAAKC.AAEFW.AAARR.AAAHZ	6	New York	Corning	below-threshold	United States	North America			auto	8
Tournai	AUZ.AAAAB.AAABH.AAAAR.AAABC.AAAAB.AAAEQ.AAAAC.AADHJ	8		Tournai	below-threshold		Europe			auto	8
Derby	AUZ.AAAAB.AAABH.AAADQ.AAAAE.AAACA.AAAAY.AAABP.AAAKH	8		Derby	below-threshold		Europe			review: country from TGN branch node	8
New Ireland	AUZ.AAAAB.AAABU.AAAAB.AAAAB.AAAAZ.AAAAY	6		New Ireland	below-threshold					review: no region rule	8
Ocongate	AUZ.AAAAB.AAACT.AAAEL.AAAAW.AAABK	5		Ocongate	below-threshold	Peru	South America			auto	7
Richmond	AUZ.AAAAB.AAABZ.AAAKC.AAAQT.AAACN.AAANK	6	California	Richmond	below-threshold	United States	North America			auto	7
Seattle	AUZ.AAAAB.AAABZ.AAAKC.AAGUJ.AAADI.AABAN	6	Washington	Seattle	below-threshold	United States	North America			auto	7
Bergama	AUZ.AAAAB.AAAAJ.AAAAF.AAAAD.AAAAJ.AAAAD.AACTL	7		Bergama	below-threshold	Achaemenid	East Asia			auto	7
Tenganan Pegringsingan	AUZ.AAAAB.AAAAJ.AAAGH.AAAAJ.AAAAO.AAAAA.AAAAB.AAAAA	8		Tenganan Pegringsingan	below-threshold	Southeast Asia	Southeast Asia			auto	7
Hong Kong	AUZ.AAAAB.AAAAJ.AAAPU	3		Hong Kong	country	Hong Kong	East Asia			auto	7
Amazon	AUZ.AAAAB.AAACT.AAAAL	3		Amazon	country	Amazon	South America			auto	7
Montgomery	AUZ.AAAAB.AAABZ.AAAKC.AADSV.AAAPH	5	Alabama	Montgomery	below-threshold	United States	North America			auto	7
Point Hope	AUZ.AAAAB.AAABZ.AAAKC.AAHGI.AAADN.AAALP	6	Alaska	Point Hope	below-threshold	United States	North America			auto	7
Marquesas Islands	AUZ.AAAAB.AAABH.AAASY.AABLP.AAAAP	5		Marquesas Islands	below-threshold	France	Europe			auto	7
Cuernavaca	AUZ.AAAAB.AAABZ.AAAFF.AAAAH.AAACK.AAADJ	6		Cuernavaca	below-threshold		North America	North America;Central America		auto	7
Escuintla	AUZ.AAAAB.AAABZ.AAAFF.AAAAF.AAAAJ	5		Escuintla	below-threshold		North America	North America;Central America		auto	7
Beagle Bay Mission	AUZ.AAAAB.AAACB.AAAAC.AAADG.AABFS	5		Beagle Bay Mission	below-threshold	Australia	Oceania			auto	7
Eastern Goldfields	AUZ.AAAAB.AAACB.AAAAC.AAADG.ABGAU	5		Eastern Goldfields	below-threshold	Australia	Oceania			auto	7
Society Islands	AUZ.AAAAB.AAABH.AAASY.AABLP.AAABH	5		Society Islands	below-threshold	France	Europe			auto	7
Centerville	AUZ.AAAAB.AAABZ.AAAKC.AAAQT.AAAAE.AAACU.AAAAB	7	California	Centerville	below-threshold	United States	North America			auto	7
Campeche	AUZ.AAAAB.AAABZ.AAAFF.AAAAH.AAAAR	5		Campeche	below-threshold		North America	North America;Central America		auto	7
Acora	AUZ.AAAAB.AAACT.AAAEL.AAABY.AAAAY	5		Acora	below-threshold	Peru	South America			auto	7
Idaho	AUZ.AAAAB.AAABZ.AAAKC.AACTB	4	Idaho	Idaho	state	United States	North America			auto	7
Tana Toraja Regency	AUZ.AAAAB.AAAAJ.AAAGH.AAAAJ.AAADJ.AAADI	6		Tana Toraja Regency	below-threshold	Southeast Asia	Southeast Asia			auto	7
Andean Region	AUZ.AAAAB.AAACT.AAAAE.AAAAA	4		Andean Region	country	Altiplano	South America			auto	7
Gao	AUZ.AAAAB.AAAAB.AAAOI.AAAAG	4		Gao	country	Mali	Africa			auto	7
Herbert River	AUZ.AAAAB.AAACB.AAAAC.AAACI.AAOHS	5		Herbert River	below-threshold	Australia	Oceania			auto	7
Cuzco	AUZ.AAAAB.AAACT.AAAEL.AAAAW	4		Cuzco	country	Peru	South America			auto	7
Campania	AUZ.AAAAB.AAABH.AAAVP.AAABT	4		Campania	country	Italy	Europe			auto	7
Chambri Lake	AUZ.AAAAB.AAABU.AAAAB.AAAAB.AAAAJ.AAACB.AAAAC	7		Chambri Lake	below-threshold					review: no region rule	7
Copán	AUZ.AAAAB.AAABZ.AAAFF.AAAAG.AAAAK	5		Copán	below-threshold		North America	North America;Central America		auto	7
Toulouse	AUZ.AAAAB.AAABH.AAASY.AAAWJ.AAAAT	5		Toulouse	below-threshold	France	Europe			auto	7
Paulatuk	AUZ.AAAAB.AAABZ.AAAKC.AADTC.AAACJ.AAAJF	6		Paulatuk	below-threshold	United States	North America			auto	7
Jaipur	AUZ.AAAAB.AAAAJ.AAAGG.AAAAK.AAAIG.AACPD	6		Jaipur	below-threshold		East Asia			auto	7
Remojadas	AUZ.AAAAB.AAABZ.AAAFF.AAAAH.AAAEA.AAFCW	6		Remojadas	below-threshold		North America	North America;Central America		auto	7
Miami	AUZ.AAAAB.AAABZ.AAAKC.AABZV.AAACE.AAAOI	6	Florida	Miami	below-threshold	United States	North America			auto	6
Syracuse	AUZ.AAAAB.AAABZ.AAAKC.AAEFW.AAAKN.AAABT	6	New York	Syracuse	below-threshold	United States	North America			auto	6
Sihuas	AUZ.AAAAB.AAACT.AAAEL.AAAAD.AAABK	5		Sihuas	below-threshold	Peru	South America			auto	6
Southern Germany	AUZ.AAAAB.AAABH.AAAQL.AAADM.AAABK	5		Southern Germany	below-threshold	Germany	Europe			auto	6
Holland	AUZ.AAAAB.AAABH.AAAAR.AAABC.AAAAA.AAABX	6		Holland	below-threshold		Europe			auto	6
Skópelos	AUZ.AAAAB.AAABH.AAARU.AAABT.AAAAD.AAAII.AAAAB.AAAAA	8		Skópelos	below-threshold	Greece	Europe			auto	6
Halls Creek	AUZ.AAAAB.AAACB.AAAAC.AAADG.AALTT	5		Halls Creek	below-threshold	Australia	Oceania			auto	6
Canchis	AUZ.AAAAB.AAACT.AAAEL.AAAAW.AAAAH	5		Canchis	below-threshold	Peru	South America			auto	6
Western Highlands Province	AUZ.AAAAB.AAABU.AAAAB.AAAAB.AAABJ	5		Western Highlands Province	below-threshold					review: no region rule	6
Burano	AUZ.AAAAB.AAABH.AAAVP.AAAGP.AAAAE.AAAJW	6		Burano	below-threshold	Italy	Europe			auto	6
Kaminaljuyu	AUZ.AAAAB.AAABZ.AAAFF.AAAAF.AAAAK.AAAAD	6		Kaminaljuyu	below-threshold		North America	North America;Central America		auto	6
Jingdezhen	AUZ.AAAAB.AAAAJ.AAANR.AAAAC.AAABA.AAPUO	6		Jingdezhen	below-threshold		East Asia			auto	6
Calcutta	AUZ.AAAAB.AAAAJ.AAAGG.AAAAK.AAAKE.AABKY	6		Calcutta	below-threshold		East Asia			auto	6
Davis Inlet	AUZ.AAAAB.AAABZ.AAAKC.AADTC.AAACH.AAAOQ	6		Davis Inlet	below-threshold	United States	North America			auto	6
Lower Sepik river	AUZ.AAAAB.AAABU.AAAAB.AAAAB.AAAAJ.AAABZ	6		Lower Sepik river	below-threshold					review: no region rule	6
Lanao del Sur	AUZ.AAAAB.AAAAJ.AAAGH.AAAAC.AAADW	5		Lanao del Sur	below-threshold	Southeast Asia	Southeast Asia			auto	6
Hartford	AUZ.AAAAB.AAABZ.AAAKC.AABCK.AAACH.AAAPZ	6	Connecticut	Hartford	below-threshold	United States	North America			auto	6
Tinta	AUZ.AAAAB.AAACT.AAAEL.AAAAW.AAAAH.AAAAC	6		Tinta	below-threshold	Peru	South America			auto	6
Edinburgh	AUZ.AAAAB.AAABH.AAADQ.AAAAE.AAACA.AAAAZ.AAABI.AAABB	8		Edinburgh	below-threshold		Europe			review: country from TGN branch node	6
Rouen	AUZ.AAAAB.AAABH.AAASY.AAAWC.AAFQF	5		Rouen	below-threshold	France	Europe			auto	6
New Britain	AUZ.AAAAB.AAABU.AAAAB.AAAAB.AAAAY	5		New Britain	below-threshold					review: no region rule	6
West Kalimantan	AUZ.AAAAB.AAAAJ.AAAGH.AAAAJ.AAABD	5		West Kalimantan	below-threshold	Southeast Asia	Southeast Asia			auto	6
Tunisia	AUZ.AAAAB.AAAAB.AAAFA	3		Tunisia	country	Tunisia	Africa			auto	6
Cross River	AUZ.AAAAB.AAAAB.AAABD.AAAAU	4		Cross River	country	Nigeria	Africa			auto	6
Cherokee county	AUZ.AAAAB.AAABZ.AAAKC.AADSV.AABIR	5	Alabama	Cherokee county	below-threshold	United States	North America			auto	6
Liverpool	AUZ.AAAAB.AAABH.AAADQ.AAAAE.AAACA.AAAAY.AAAEF.AAAAB	8		Liverpool	below-threshold		Europe			review: country from TGN branch node	6
Chimu Empire	AUZ.AAAAB.AAACT.AAAEL.AAAAR	4		Chimu Empire	country	Peru	South America			auto	6
Menlo Park	AUZ.AAAAB.AAABZ.AAAKC.AAAQT.AABJB.AAAHC	6	California	Menlo Park	below-threshold	United States	North America			auto	6
Odisha	AUZ.AAAAB.AAAAJ.AAAGG.AAAAK.AAAHR	5		Odisha	below-threshold		East Asia			auto	6
Monterey	AUZ.AAAAB.AAABZ.AAAKC.AAAQT.AAAXY.AAAGC	6	California	Monterey	below-threshold	United States	North America			auto	6
Sicasica	AUZ.AAAAB.AAACT.AAAAZ.AAAAL.AAACK	5		Sicasica	below-threshold	Bolivia	South America			auto	6
Kalgoorlie	AUZ.AAAAB.AAACB.AAAAC.AAADG.AANWP	5		Kalgoorlie	below-threshold	Australia	Oceania			auto	6
Euboea	AUZ.AAAAB.AAABH.AAARU.AAABT.AAAAD	5		Euboea	below-threshold	Greece	Europe			auto	6
Stockton	AUZ.AAAAB.AAABZ.AAAKC.AAAQT.AABIO.AAAGL	6	California	Stockton	below-threshold	United States	North America			auto	6
Povungnituk	AUZ.AAAAB.AAABZ.AAAKC.AADTC.AAACZ.AAAWP	6		Povungnituk	below-threshold	United States	North America			auto	6
Guam	AUZ.AAAAB.AAACB.AAAAM	3		Guam	country	Guam	Oceania			auto	6
Singaraja	AUZ.AAAAB.AAAAJ.AAAGH.AAAAJ.AAAAO.AAAAA.AAABB	7		Singaraja	below-threshold	Southeast Asia	Southeast Asia			auto	6
Salem	AUZ.AAAAB.AAABZ.AAAKC.AADRY.AAADG.AAAUC	6	Massachusetts	Salem	below-threshold	United States	North America			auto	6
